CÓDIGO DE EMERGENCIA-SINPAD,AÑO,MES,COD. DISTRITO,DPTO.,PROV.,DIST.,EMERGENCIA,FALLECIDOS,DAMNIFICADOS,AFECTADOS,VIVIENDAS DESTRUIDAS
36435,2010,Enero,200201,PIURA,AYABACA,AYABACA,INUNDACIÓN,0.0,9.0,0.0,2.0
37066,2010,Febrero,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,4.0,0.0,1.0
38027,2010,Abril,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,12.0,0.0,2.0
38488,2010,Abril,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,12.0,0.0,2.0
39410,2010,Agosto,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,11.0,0.0,2.0
41921,2010,Marzo,200202,PIURA,AYABACA,FRIAS,LLUVIA INTENSA,0.0,0.0,600.0,0.0
38465,2010,Enero,200203,PIURA,AYABACA,JILILI,LLUVIA INTENSA,0.0,78.0,468.0,13.0
41923,2010,Febrero,200205,PIURA,AYABACA,MONTERO,LLUVIA INTENSA,0.0,248.0,945.0,110.0
41912,2010,Febrero,200209,PIURA,AYABACA,SICCHEZ,LLUVIA INTENSA,0.0,0.0,850.0,0.0
36049,2010,Enero,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
41924,2010,Febrero,200302,PIURA,HUANCABAMBA,CANCHAQUE,LLUVIA INTENSA,0.0,32.0,289.0,8.0
41922,2010,Marzo,200302,PIURA,HUANCABAMBA,CANCHAQUE,LLUVIA INTENSA,0.0,26.0,280.0,7.0
41917,2010,Abril,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,42.0,0.0
41918,2010,Abril,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,36.0,0.0
37683,2010,Febrero,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,20.0,40.0,4.0
41925,2010,Febrero,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,0.0,210.0,0.0
37217,2010,Febrero,200304,PIURA,HUANCABAMBA,HUARMACA,INUNDACIÓN,1.0,0.0,0.0,0.0
37676,2010,Marzo,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,0.0,240.0,0.0
38069,2010,Abril,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,0.0,313.0,0.0
37735,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,LLUVIA INTENSA,0.0,560.0,0.0,0.0
37151,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,LLUVIA INTENSA,0.0,0.0,0.0,0.0
37154,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,INUNDACIÓN,0.0,0.0,0.0,0.0
37155,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,INUNDACIÓN,0.0,0.0,0.0,0.0
37153,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,INUNDACIÓN,0.0,0.0,0.0,0.0
37152,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,INUNDACIÓN,0.0,0.0,0.0,0.0
37157,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,LLUVIA INTENSA,0.0,0.0,0.0,0.0
37156,2010,Febrero,200307,PIURA,HUANCABAMBA,SONDOR,LLUVIA INTENSA,0.0,0.0,0.0,0.0
36047,2010,Enero,200401,PIURA,MORROPÓN,CHULUCANAS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
36081,2010,Enero,200401,PIURA,MORROPÓN,CHULUCANAS,LLUVIA INTENSA,0.0,0.0,6.0,0.0
36968,2010,Febrero,200401,PIURA,MORROPÓN,CHULUCANAS,LLUVIA INTENSA,0.0,1.0,0.0,1.0
41914,2010,Febrero,200401,PIURA,MORROPÓN,CHULUCANAS,LLUVIA INTENSA,0.0,1.0,0.0,1.0
36873,2010,Febrero,200405,PIURA,MORROPÓN,MORROPÓN,LLUVIA INTENSA,0.0,20.0,0.0,4.0
37937,2010,Marzo,200405,PIURA,MORROPÓN,MORROPÓN,LLUVIA INTENSA,0.0,35.0,0.0,7.0
41916,2010,Marzo,200406,PIURA,MORROPÓN,SALITRAL,LLUVIA INTENSA,0.0,9.0,580.0,2.0
38482,2010,Febrero,200408,PIURA,MORROPÓN,SANTA CATALINA DE MOSSA,LLUVIA INTENSA,0.0,0.0,625.0,0.0
36046,2010,Enero,200409,PIURA,MORROPÓN,SANTO DOMINGO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
41913,2010,Febrero,200410,PIURA,MORROPÓN,YAMANGO,LLUVIA INTENSA,0.0,0.0,56.0,0.0
41920,2010,Marzo,200410,PIURA,MORROPÓN,YAMANGO,LLUVIA INTENSA,0.0,9.0,0.0,2.0
38842,2010,Mayo,200410,PIURA,MORROPÓN,YAMANGO,LLUVIA INTENSA,0.0,5.0,0.0,1.0
37184,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,10.0,0.0
36837,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,300.0,0.0
36959,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,565.0,0.0
37070,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,3.0,0.0,1.0
37009,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,0.0,0.0
37203,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,2.0,1.0
37286,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37307,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,10.0,0.0
37723,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,10.0,0.0
37271,2010,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,4.0,0.0,1.0
37283,2010,Marzo,240101,TUMBES,TUMBES,TUMBES,INUNDACIÓN,0.0,0.0,0.0,0.0
37928,2010,Marzo,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37627,2010,Marzo,240101,TUMBES,TUMBES,TUMBES,INUNDACIÓN,0.0,0.0,0.0,0.0
37744,2010,Marzo,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,15.0,0.0
37677,2010,Marzo,240101,TUMBES,TUMBES,TUMBES,INUNDACIÓN,0.0,0.0,0.0,0.0
38037,2010,Marzo,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,335.0,0.0
38151,2010,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,0.0,0.0
38233,2010,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,80.0,0.0
38412,2010,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,3.0,0.0
39287,2010,Junio,240101,TUMBES,TUMBES,TUMBES,INUNDACIÓN,0.0,0.0,30.0,0.0
36762,2010,Febrero,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,0.0,1.0
37179,2010,Febrero,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,0.0,0.0
36934,2010,Febrero,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,15.0,0.0
37116,2010,Febrero,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,15.0,0.0
37111,2010,Febrero,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,125.0,0.0
38254,2010,Abril,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38753,2010,Abril,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,135.0,0.0
38766,2010,Abril,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38655,2010,Abril,240102,TUMBES,TUMBES,CORRALES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37093,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,DESLIZAMIENTO,0.0,0.0,56.0,0.0
36976,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,10.0,0.0
37284,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,105.0,0.0
37300,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37001,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,90.0,0.0
37145,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37645,2010,Febrero,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38230,2010,Marzo,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,90.0,0.0
38231,2010,Marzo,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37740,2010,Marzo,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,75.0,0.0
38235,2010,Marzo,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,40.0,0.0
38251,2010,Marzo,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,145.0,0.0
38262,2010,Abril,240103,TUMBES,TUMBES,LA CRUZ,LLUVIA INTENSA,0.0,0.0,1500.0,0.0
36734,2010,Enero,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,DESLIZAMIENTO,0.0,0.0,0.0,0.0
36744,2010,Febrero,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,1.0,1.0
36962,2010,Febrero,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,30.0,0.0
37926,2010,Marzo,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,650.0,0.0
38104,2010,Marzo,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38675,2010,Abril,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,35.0,0.0
38125,2010,Abril,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,225.0,0.0
41658,2010,Diciembre,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,INUNDACIÓN,0.0,0.0,250.0,0.0
36273,2010,Enero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,10.0,0.0
36394,2010,Enero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,5.0,0.0
36721,2010,Febrero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,5.0,0.0
36720,2010,Febrero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,6.0,0.0
36723,2010,Febrero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,1.0,0.0
37369,2010,Febrero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,10.0,0.0
37294,2010,Febrero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38059,2010,Abril,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,5.0,0.0
39132,2010,Febrero,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,50.0,0.0
39126,2010,Febrero,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,112.0,0.0
37682,2010,Febrero,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
39134,2010,Abril,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,196.0,0.0
39137,2010,Abril,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,247.0,0.0
36950,2010,Febrero,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,500.0,0.0
37750,2010,Febrero,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37764,2010,Febrero,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37766,2010,Febrero,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37779,2010,Febrero,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
37770,2010,Febrero,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
37780,2010,Marzo,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38404,2010,Marzo,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,605.0,0.0
38118,2010,Marzo,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,5.0,0.0
39399,2010,Abril,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,17.0,0.0
41714,2010,Diciembre,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,5.0,0.0,1.0
36811,2010,Febrero,240301,TUMBES,ZARUMILLA,ZARUMILLA,LLUVIA INTENSA,0.0,0.0,40.0,0.0
37101,2010,Febrero,240301,TUMBES,ZARUMILLA,ZARUMILLA,LLUVIA INTENSA,0.0,0.0,680.0,0.0
38038,2010,Abril,240301,TUMBES,ZARUMILLA,ZARUMILLA,LLUVIA INTENSA,0.0,0.0,550.0,0.0
37062,2010,Febrero,240302,TUMBES,ZARUMILLA,AGUAS VERDES,LLUVIA INTENSA,0.0,0.0,0.0,2.0
38659,2010,Abril,240302,TUMBES,ZARUMILLA,AGUAS VERDES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
38953,2010,Marzo,240303,TUMBES,ZARUMILLA,MATAPALO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
48455,2011,Diciembre,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,LLUVIA INTENSA,0.0,0.0,235.0,0.0
44258,2011,Abril,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LLUVIA INTENSA,0.0,0.0,5.0,0.0
44827,2011,Mayo,130202,LA LIBERTAD,ASCOPE,CHICAMA,LLUVIA INTENSA,0.0,0.0,360.0,0.0
44833,2011,Marzo,130203,LA LIBERTAD,ASCOPE,CHOCOPE,LLUVIA INTENSA,0.0,7.0,26.0,0.0
43758,2011,Marzo,130203,LA LIBERTAD,ASCOPE,CHOCOPE,INUNDACIÓN,0.0,0.0,11.0,0.0
45675,2011,Abril,130203,LA LIBERTAD,ASCOPE,CHOCOPE,LLUVIA INTENSA,0.0,0.0,25.0,0.0
44036,2011,Abril,130205,LA LIBERTAD,ASCOPE,PAIJÁN,INUNDACIÓN,0.0,12.0,0.0,3.0
42446,2011,Febrero,130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
46647,2011,Agosto,130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,DESLIZAMIENTO,0.0,0.0,0.0,0.0
42426,2011,Febrero,130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,DESLIZAMIENTO,0.0,50.0,0.0,10.0
44633,2011,Mayo,130501,LA LIBERTAD,JULCÁN,JULCÁN,LLUVIA INTENSA,0.0,0.0,180.0,0.0
44786,2011,Abril,130504,LA LIBERTAD,JULCÁN,HUASO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
48457,2011,Diciembre,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,LLUVIA INTENSA,0.0,10.0,100.0,0.0
44830,2011,Abril,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,LLUVIA INTENSA,0.0,0.0,0.0,0.0
43567,2011,Marzo,130802,LA LIBERTAD,PATAZ,BULDIBUYO,DESLIZAMIENTO,2.0,698.0,0.0,120.0
43011,2011,Febrero,130813,LA LIBERTAD,PATAZ,URPAY,LLUVIA INTENSA,0.0,12.0,0.0,2.0
42157,2011,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,4.0,0.0,1.0
43746,2011,Marzo,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,1.0
44162,2011,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,INUNDACIÓN,0.0,5.0,5.0,0.0
44062,2011,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,DESLIZAMIENTO,0.0,5.0,0.0,0.0
44070,2011,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,INUNDACIÓN,0.0,9.0,0.0,1.0
44063,2011,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,INUNDACIÓN,0.0,0.0,5.0,0.0
43599,2011,Marzo,130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,LLUVIA INTENSA,0.0,5.0,0.0,1.0
43666,2011,Marzo,130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,DESLIZAMIENTO,0.0,0.0,0.0,0.0
47908,2011,Noviembre,130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,INUNDACIÓN,0.0,0.0,0.0,0.0
48399,2011,Diciembre,130905,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,LLUVIA INTENSA,0.0,225.0,0.0,45.0
43579,2011,Marzo,130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,LLUVIA INTENSA,0.0,20.0,0.0,5.0
47042,2011,Setiembre,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
47887,2011,Noviembre,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
48523,2011,Diciembre,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LLUVIA INTENSA,0.0,0.0,234.0,0.0
44446,2011,Abril,140111,LAMBAYEQUE,CHICLAYO,PICSI,LLUVIA INTENSA,0.0,0.0,40.0,0.0
48734,2011,Diciembre,140111,LAMBAYEQUE,CHICLAYO,PICSI,LLUVIA INTENSA,0.0,0.0,28.0,0.0
48830,2011,Diciembre,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,LLUVIA INTENSA,0.0,0.0,50.0,0.0
48831,2011,Diciembre,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LLUVIA INTENSA,0.0,0.0,10.0,0.0
43802,2011,Abril,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,0.0,0.0,0.0
46014,2011,Junio,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,3.0,0.0,1.0
42060,2011,Enero,200202,PIURA,AYABACA,FRIAS,LLUVIA INTENSA,0.0,0.0,600.0,0.0
44461,2011,Abril,200208,PIURA,AYABACA,SAPILLICA,LLUVIA INTENSA,0.0,0.0,1890.0,0.0
44423,2011,Abril,200210,PIURA,AYABACA,SUYO,INUNDACIÓN,0.0,0.0,0.0,0.0
42533,2011,Febrero,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,0.0,500.0,0.0
42522,2011,Febrero,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,DESLIZAMIENTO,0.0,0.0,0.0,0.0
42499,2011,Febrero,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,20.0,0.0
42518,2011,Febrero,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,12.0,0.0
45702,2011,Julio,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,6.0,50.0,0.0
45705,2011,Julio,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,12.0,0.0
48625,2011,Diciembre,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,14.0,0.0
44699,2011,Mayo,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,40.0,35.0,9.0
44625,2011,Abril,200308,PIURA,HUANCABAMBA,SONDORILLO,LLUVIA INTENSA,0.0,0.0,110.0,0.0
42335,2011,Febrero,200401,PIURA,MORROPÓN,CHULUCANAS,INUNDACIÓN,0.0,0.0,0.0,0.0
44320,2011,Abril,200401,PIURA,MORROPÓN,CHULUCANAS,LLUVIA INTENSA,0.0,7.0,0.0,0.0
44752,2011,Abril,200406,PIURA,MORROPÓN,SALITRAL,LLUVIA INTENSA,0.0,22.0,0.0,9.0
42354,2011,Febrero,200409,PIURA,MORROPÓN,SANTO DOMINGO,DESLIZAMIENTO,0.0,2.0,0.0,1.0
44373,2011,Abril,200507,PIURA,PAITA,VICHAYAL,INUNDACIÓN,0.0,0.0,160.0,0.0
44351,2011,Abril,200801,PIURA,SECHURA,SECHURA,LLUVIA INTENSA,0.0,0.0,4.0,0.0
47323,2011,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,39.0,0.0
42290,2011,Febrero,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,INUNDACIÓN,0.0,0.0,0.0,0.0
42492,2011,Febrero,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,0.0,518.0,0.0
42320,2011,Febrero,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
48284,2011,Abril,240105,TUMBES,TUMBES,SAN JACINTO,LLUVIA INTENSA,0.0,0.0,29.0,0.0
47717,2011,Febrero,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,22.0,0.0
47762,2011,Abril,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,3.0,0.0
47763,2011,Abril,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,7.0,0.0
42583,2011,Febrero,240301,TUMBES,ZARUMILLA,ZARUMILLA,LLUVIA INTENSA,0.0,5.0,0.0,1.0
49480,2012,Febrero,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
49754,2012,Febrero,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,LLUVIA INTENSA,0.0,0.0,1725.0,0.0
49587,2012,Febrero,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,INUNDACIÓN,0.0,5.0,10.0,0.0
52367,2012,Mayo,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,INUNDACIÓN,0.0,0.0,0.0,0.0
55217,2012,Noviembre,130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,LLUVIA INTENSA,0.0,0.0,10.0,0.0
49650,2012,Febrero,130501,LA LIBERTAD,JULCÁN,JULCÁN,LLUVIA INTENSA,0.0,0.0,5.0,1.0
52162,2012,Mayo,130501,LA LIBERTAD,JULCÁN,JULCÁN,LLUVIA INTENSA,0.0,0.0,0.0,0.0
49584,2012,Febrero,130601,LA LIBERTAD,OTUZCO,OTUZCO,INUNDACIÓN,0.0,0.0,4.0,0.0
54906,2012,Noviembre,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,DESLIZAMIENTO,0.0,0.0,0.0,0.0
51316,2012,Abril,130608,LA LIBERTAD,OTUZCO,MACHE,INUNDACIÓN,0.0,4.0,0.0,1.0
48731,2012,Enero,130813,LA LIBERTAD,PATAZ,URPAY,LLUVIA INTENSA,0.0,160.0,0.0,0.0
48791,2012,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,0.0
48863,2012,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,0.0
49204,2012,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,0.0,3.0,0.0
48944,2012,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
49221,2012,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,1.0
49281,2012,Enero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,0.0
49538,2012,Febrero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,0.0
53709,2012,Agosto,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
51577,2012,Abril,130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,DESLIZAMIENTO,0.0,48.0,132.0,0.0
52318,2012,Marzo,131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,INUNDACIÓN,0.0,0.0,0.0,0.0
54247,2012,Setiembre,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,DESLIZAMIENTO,0.0,0.0,0.0,0.0
50213,2012,Febrero,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LLUVIA INTENSA,0.0,5.0,150.0,1.0
51308,2012,Marzo,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LLUVIA INTENSA,0.0,130.0,15.0,10.0
50932,2012,Febrero,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LLUVIA INTENSA,0.0,0.0,0.0,0.0
51818,2012,Marzo,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LLUVIA INTENSA,0.0,170.0,600.0,20.0
49525,2012,Febrero,140103,LAMBAYEQUE,CHICLAYO,ETEN,LLUVIA INTENSA,0.0,25.0,105.0,0.0
