CÓDIGO DE EMERGENCIA-SINPAD,AÑO,MES,COD. DISTRITO,DPTO.,PROV.,DIST.,EMERGENCIA,FALLECIDOS,DAMNIFICADOS,AFECTADOS,VIVIENDAS DESTRUIDAS
2555,2003,Setiembre,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,INUNDACIÓN,0.0,0.0,11.0,0.0
816,2003,Enero,130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,HUAYCO,0.0,0.0,60.0,0.0
1110,2003,Junio,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,4.0,0.0,1.0
1205,2003,Julio,130802,LA LIBERTAD,PATAZ,BULDIBUYO,DESLIZAMIENTO,0.0,170.0,405.0,21.0
2556,2003,Agosto,130813,LA LIBERTAD,PATAZ,URPAY,LLUVIA INTENSA,0.0,4.0,0.0,1.0
3906,2003,Noviembre,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,HUAYCO,0.0,5.0,0.0,1.0
813,2003,Marzo,130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,LLUVIA INTENSA,0.0,0.0,40.0,0.0
2212,2003,Setiembre,200109,PIURA,PIURA,LA ARENA,INUNDACIÓN,0.0,0.0,2.0,0.0
883,2003,Abril,200111,PIURA,PIURA,LAS LOMAS,INUNDACIÓN,0.0,0.0,0.0,0.0
1057,2003,Mayo,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,0.0,0.0,2.0
1810,2003,Mayo,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,2.0,0.0,1.0
1060,2003,Enero,200205,PIURA,AYABACA,MONTERO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
543,2003,Marzo,200209,PIURA,AYABACA,SICCHEZ,LLUVIA INTENSA,0.0,0.0,6.0,4.0
438,2003,Marzo,200302,PIURA,HUANCABAMBA,CANCHAQUE,DESLIZAMIENTO,0.0,18.0,0.0,3.0
970,2003,Abril,200302,PIURA,HUANCABAMBA,CANCHAQUE,DESLIZAMIENTO,0.0,25.0,0.0,3.0
1955,2003,Agosto,200302,PIURA,HUANCABAMBA,CANCHAQUE,DESLIZAMIENTO,0.0,9.0,0.0,1.0
837,2003,Abril,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,HUAYCO,0.0,15.0,105.0,4.0
1957,2003,Junio,200304,PIURA,HUANCABAMBA,HUARMACA,INUNDACIÓN,0.0,0.0,3.0,0.0
1181,2003,Junio,200501,PIURA,PAITA,PAITA,DESLIZAMIENTO,0.0,6.0,0.0,0.0
838,2003,Febrero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,5.0,0.0
1383,2003,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,2.0,0.0,1.0
3911,2003,Diciembre,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,20.0,103.0,4.0
3146,2003,Diciembre,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,18.0,515.0,4.0
1201,2003,Marzo,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,LLUVIA INTENSA,0.0,6.0,0.0,1.0
1379,2003,Abril,240301,TUMBES,ZARUMILLA,ZARUMILLA,LLUVIA INTENSA,0.0,0.0,3.0,0.0
5609,2004,Mayo,130107,LA LIBERTAD,TRUJILLO,MOCHE,INUNDACIÓN,0.0,0.0,100.0,0.0
7456,2004,Octubre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,7.0,0.0
8182,2004,Noviembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,12.0,0.0
8117,2004,Noviembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,12.0,0.0
8187,2004,Noviembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,10.0,0.0
8203,2004,Noviembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,14.0,5.0,2.0
8222,2004,Noviembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,23.0,0.0
8225,2004,Diciembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,5.0,0.0
8226,2004,Diciembre,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,HUAYCO,0.0,5.0,0.0,1.0
7922,2004,Abril,130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,HUAYCO,0.0,8.0,0.0,1.0
5336,2004,Marzo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
4766,2004,Febrero,130807,LA LIBERTAD,PATAZ,ONGÓN,HUAYCO,0.0,0.0,38.0,0.0
5684,2004,Abril,200111,PIURA,PIURA,LAS LOMAS,INUNDACIÓN,0.0,0.0,79.0,0.0
8324,2004,Setiembre,200111,PIURA,PIURA,LAS LOMAS,INUNDACIÓN,0.0,0.0,70.0,0.0
5736,2004,Abril,200308,PIURA,HUANCABAMBA,SONDORILLO,INUNDACIÓN,0.0,0.0,50.0,0.0
3397,2004,Enero,200401,PIURA,MORROPÓN,CHULUCANAS,INUNDACIÓN,0.0,155.0,193.0,40.0
5942,2004,Abril,200401,PIURA,MORROPÓN,CHULUCANAS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
5595,2004,Abril,200405,PIURA,MORROPÓN,MORROPÓN,INUNDACIÓN,0.0,0.0,50.0,0.0
8034,2004,Octubre,200410,PIURA,MORROPÓN,YAMANGO,LLUVIA INTENSA,0.0,0.0,1700.0,0.0
3912,2004,Enero,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,5.0,94.0,1.0
5211,2004,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,1003.0,0.0
5213,2004,Abril,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,LLUVIA INTENSA,0.0,0.0,50.0,0.0
5212,2004,Abril,240302,TUMBES,ZARUMILLA,AGUAS VERDES,LLUVIA INTENSA,0.0,0.0,100.0,0.0
10041,2005,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,DESLIZAMIENTO,0.0,4.0,0.0,1.0
10047,2005,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,DESLIZAMIENTO,0.0,10.0,0.0,2.0
10155,2005,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,DESLIZAMIENTO,0.0,0.0,13.0,0.0
9586,2005,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,DESLIZAMIENTO,0.0,24.0,0.0,4.0
9686,2005,Abril,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,26.0,0.0
9692,2005,Marzo,130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,DESLIZAMIENTO,0.0,6.0,0.0,1.0
9581,2005,Marzo,130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,DESLIZAMIENTO,0.0,30.0,0.0,5.0
9090,2005,Febrero,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,4.0,0.0
9277,2005,Marzo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,2.0,0.0
9444,2005,Marzo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9472,2005,Marzo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9688,2005,Abril,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,2.0,0.0
14616,2005,Diciembre,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,13.0,0.0
9764,2005,Abril,130803,LA LIBERTAD,PATAZ,CHILLIA,LLUVIA INTENSA,0.0,45.0,0.0,10.0
8601,2005,Enero,130804,LA LIBERTAD,PATAZ,HUANCASPATA,LLUVIA INTENSA,0.0,0.0,8.0,0.0
9303,2005,Marzo,130804,LA LIBERTAD,PATAZ,HUANCASPATA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9676,2005,Abril,130806,LA LIBERTAD,PATAZ,HUAYO,LLUVIA INTENSA,0.0,6.0,0.0,1.0
9678,2005,Abril,130806,LA LIBERTAD,PATAZ,HUAYO,DESLIZAMIENTO,0.0,10.0,0.0,1.0
9471,2005,Marzo,130813,LA LIBERTAD,PATAZ,URPAY,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9934,2005,Mayo,130813,LA LIBERTAD,PATAZ,URPAY,DESLIZAMIENTO,0.0,68.0,560.0,14.0
8921,2005,Febrero,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,INUNDACIÓN,0.0,0.0,14.0,0.0
9451,2005,Marzo,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,DESLIZAMIENTO,0.0,80.0,0.0,53.0
10577,2005,Junio,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,5.0,0.0,1.0
13780,2005,Diciembre,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,0.0,2.0,0.0
9342,2005,Marzo,130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9339,2005,Marzo,130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9703,2005,Marzo,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LLUVIA INTENSA,0.0,9.0,0.0,1.0
9279,2005,Marzo,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,HUAYCO,0.0,24.0,0.0,4.0
13850,2005,Diciembre,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,DESLIZAMIENTO,0.0,0.0,7.0,0.0
9340,2005,Marzo,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
10355,2005,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,135.0,0.0
9434,2005,Marzo,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LLUVIA INTENSA,0.0,0.0,118.0,0.0
10469,2005,Marzo,200111,PIURA,PIURA,LAS LOMAS,INUNDACIÓN,0.0,0.0,70.0,0.0
9585,2005,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,INUNDACIÓN,0.0,0.0,1365.0,0.0
9580,2005,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,INUNDACIÓN,0.0,0.0,4.0,0.0
9503,2005,Febrero,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,5.0,0.0,1.0
10832,2005,Marzo,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
10835,2005,Marzo,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
10836,2005,Abril,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,0.0,70.0,0.0
10855,2005,Mayo,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,9.0,0.0,1.0
9561,2005,Febrero,200204,PIURA,AYABACA,LAGUNAS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
9766,2005,Febrero,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,0.0,4.0,0.0
9725,2005,Febrero,200301,PIURA,HUANCABAMBA,HUANCABAMBA,INUNDACIÓN,0.0,8.0,0.0,1.0
10483,2005,Febrero,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
10838,2005,Marzo,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,0.0,6.0,0.0
13427,2005,Julio,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,0.0,469.0,0.0
13141,2005,Noviembre,200301,PIURA,HUANCABAMBA,HUANCABAMBA,INUNDACIÓN,0.0,10.0,0.0,2.0
13638,2005,Diciembre,200301,PIURA,HUANCABAMBA,HUANCABAMBA,LLUVIA INTENSA,0.0,0.0,211.0,0.0
13429,2005,Agosto,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,3.0,0.0
10828,2005,Marzo,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,0.0,9.0,0.0
10827,2005,Marzo,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,0.0,4.0,0.0
14286,2005,Diciembre,200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,DESLIZAMIENTO,0.0,20.0,0.0,5.0
10848,2005,Abril,200308,PIURA,HUANCABAMBA,SONDORILLO,LLUVIA INTENSA,0.0,0.0,7.0,0.0
9697,2005,Marzo,200401,PIURA,MORROPÓN,CHULUCANAS,INUNDACIÓN,0.0,0.0,3000.0,0.0
10482,2005,Marzo,200406,PIURA,MORROPÓN,SALITRAL,LLUVIA INTENSA,0.0,0.0,45.0,0.0
9815,2005,Abril,240101,TUMBES,TUMBES,TUMBES,LLUVIA INTENSA,0.0,0.0,130.0,0.0
9908,2005,Abril,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
17540,2006,Febrero,130107,LA LIBERTAD,TRUJILLO,MOCHE,LLUVIA INTENSA,0.0,0.0,354.0,0.0
17545,2006,Junio,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,INUNDACIÓN,0.0,0.0,43.0,0.0
16474,2006,Junio,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,INUNDACIÓN,0.0,0.0,42.0,0.0
16557,2006,Junio,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,INUNDACIÓN,0.0,0.0,500.0,0.0
15619,2006,Febrero,130203,LA LIBERTAD,ASCOPE,CHOCOPE,LLUVIA INTENSA,0.0,8.0,1500.0,2.0
14419,2006,Enero,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,17.0,0.0
14573,2006,Enero,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,8.0,0.0
14572,2006,Febrero,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,6.0,0.0
15482,2006,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,5.0,0.0
15584,2006,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,DESLIZAMIENTO,0.0,0.0,2.0,0.0
15486,2006,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,12.0,0.0,1.0
15635,2006,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,3.0,0.0
15585,2006,Marzo,130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,LLUVIA INTENSA,0.0,0.0,81.0,0.0
14855,2006,Marzo,130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
14488,2006,Febrero,130601,LA LIBERTAD,OTUZCO,OTUZCO,LLUVIA INTENSA,0.0,12.0,11.0,2.0
14835,2006,Marzo,130601,LA LIBERTAD,OTUZCO,OTUZCO,LLUVIA INTENSA,0.0,2.0,0.0,1.0
15578,2006,Abril,130601,LA LIBERTAD,OTUZCO,OTUZCO,LLUVIA INTENSA,0.0,13.0,20.0,3.0
15573,2006,Abril,130601,LA LIBERTAD,OTUZCO,OTUZCO,LLUVIA INTENSA,0.0,8.0,13.0,2.0
15385,2006,Febrero,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,LLUVIA INTENSA,0.0,13.0,15.0,3.0
15376,2006,Febrero,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,LLUVIA INTENSA,0.0,22.0,39.0,3.0
15572,2006,Marzo,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
15391,2006,Marzo,130604,LA LIBERTAD,OTUZCO,CHARAT,LLUVIA INTENSA,0.0,0.0,5.0,0.0
14433,2006,Febrero,130614,LA LIBERTAD,OTUZCO,USQUIL,LLUVIA INTENSA,0.0,10.0,30.0,2.0
16591,2006,Abril,130614,LA LIBERTAD,OTUZCO,USQUIL,HUAYCO,0.0,51.0,35.0,8.0
15621,2006,Marzo,130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,INUNDACIÓN,0.0,20.0,0.0,5.0
14438,2006,Febrero,130801,LA LIBERTAD,PATAZ,TAYABAMBA,HUAYCO,0.0,0.0,6.0,0.0
15588,2006,Febrero,130801,LA LIBERTAD,PATAZ,TAYABAMBA,DESLIZAMIENTO,0.0,0.0,5.0,0.0
15608,2006,Marzo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,4.0,0.0,1.0
15179,2006,Marzo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,0.0,0.0,0.0
17542,2006,Mayo,130801,LA LIBERTAD,PATAZ,TAYABAMBA,LLUVIA INTENSA,0.0,2.0,0.0,1.0
17550,2006,Marzo,130810,LA LIBERTAD,PATAZ,PIAS,LLUVIA INTENSA,0.0,15.0,38.0,4.0
18870,2006,Marzo,130810,LA LIBERTAD,PATAZ,PIAS,LLUVIA INTENSA,0.0,15.0,38.0,2.0
15599,2006,Abril,130812,LA LIBERTAD,PATAZ,TAURIJA,LLUVIA INTENSA,2.0,6.0,0.0,1.0
15594,2006,Febrero,130813,LA LIBERTAD,PATAZ,URPAY,HUAYCO,0.0,0.0,6.0,0.0
15607,2006,Marzo,130813,LA LIBERTAD,PATAZ,URPAY,LLUVIA INTENSA,0.0,2.0,0.0,0.0
15600,2006,Marzo,130813,LA LIBERTAD,PATAZ,URPAY,LLUVIA INTENSA,0.0,0.0,4.0,0.0
15466,2006,Marzo,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,DESLIZAMIENTO,0.0,12.0,0.0,3.0
15454,2006,Marzo,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,1.0,0.0,1.0
15629,2006,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,11.0,0.0,3.0
15469,2006,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,4.0,0.0,1.0
17329,2006,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,INUNDACIÓN,0.0,90.0,165.0,20.0
15559,2006,Abril,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,LLUVIA INTENSA,0.0,120.0,220.0,24.0
14597,2006,Marzo,130903,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,LLUVIA INTENSA,2.0,1.0,0.0,1.0
15615,2006,Marzo,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LLUVIA INTENSA,0.0,0.0,93.0,0.0
14487,2006,Enero,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,204.0,0.0
17553,2006,Marzo,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,99.0,0.0
17552,2006,Agosto,131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,LLUVIA INTENSA,0.0,0.0,2000.0,0.0
17538,2006,Enero,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,42.0,0.0
16436,2006,Junio,131201,LA LIBERTAD,VIRÚ,VIRÚ,INUNDACIÓN,0.0,0.0,225.0,0.0
15293,2006,Abril,131203,LA LIBERTAD,VIRÚ,GUADALUPITO,LLUVIA INTENSA,0.0,0.0,0.0,0.0
19304,2006,Junio,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LLUVIA INTENSA,0.0,0.0,2.0,0.0
19302,2006,Marzo,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LLUVIA INTENSA,0.0,0.0,11.0,0.0
19138,2006,Marzo,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,LLUVIA INTENSA,0.0,0.0,130.0,0.0
18729,2006,Marzo,140118,LAMBAYEQUE,CHICLAYO,POMALCA,LLUVIA INTENSA,0.0,0.0,3.0,0.0
19301,2006,Marzo,140118,LAMBAYEQUE,CHICLAYO,POMALCA,LLUVIA INTENSA,0.0,0.0,5.0,0.0
16302,2006,Marzo,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,LLUVIA INTENSA,0.0,0.0,0.0,0.0
19722,2006,Marzo,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,LLUVIA INTENSA,0.0,15.0,30.0,3.0
15543,2006,Marzo,140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,LLUVIA INTENSA,0.0,15.0,30.0,3.0
15178,2006,Marzo,140303,LAMBAYEQUE,LAMBAYEQUE,ÍLLIMO,INUNDACIÓN,0.0,30.0,0.0,30.0
19718,2006,Marzo,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LLUVIA INTENSA,0.0,0.0,250.0,0.0
15162,2006,Marzo,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,INUNDACIÓN,0.0,280.0,0.0,50.0
18685,2006,Febrero,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LLUVIA INTENSA,0.0,0.0,250.0,0.0
19719,2006,Febrero,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LLUVIA INTENSA,0.0,0.0,250.0,60.0
18727,2006,Marzo,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LLUVIA INTENSA,0.0,100.0,0.0,15.0
19152,2006,Marzo,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LLUVIA INTENSA,0.0,0.0,80.0,0.0
18218,2006,Marzo,200101,PIURA,PIURA,PIURA,LLUVIA INTENSA,0.0,0.0,175.0,0.0
18223,2006,Marzo,200107,PIURA,PIURA,CURA MORI,LLUVIA INTENSA,0.0,0.0,23.0,0.0
14897,2006,Marzo,200107,PIURA,PIURA,CURA MORI,LLUVIA INTENSA,0.0,0.0,0.0,0.0
16422,2006,Marzo,200107,PIURA,PIURA,CURA MORI,LLUVIA INTENSA,0.0,0.0,0.0,0.0
14785,2006,Febrero,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,0.0,320.0,0.0
16664,2006,Febrero,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,0.0,371.0,0.0
16707,2006,Febrero,200111,PIURA,PIURA,LAS LOMAS,INUNDACIÓN,0.0,0.0,333.0,0.0
16668,2006,Febrero,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,3.0,0.0,1.0
15161,2006,Marzo,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,0.0,365.0,0.0
18420,2006,Marzo,200111,PIURA,PIURA,LAS LOMAS,LLUVIA INTENSA,0.0,0.0,13.0,0.0
16424,2006,Marzo,200111,PIURA,PIURA,LAS LOMAS,INUNDACIÓN,0.0,12.0,0.0,2.0
15540,2006,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,INUNDACIÓN,0.0,12.0,0.0,3.0
16505,2006,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,1700.0,0.0
14462,2006,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,INUNDACIÓN,0.0,24.0,0.0,5.0
16464,2006,Febrero,200114,PIURA,PIURA,TAMBO GRANDE,INUNDACIÓN,0.0,0.0,146.0,3.0
16506,2006,Marzo,200114,PIURA,PIURA,TAMBO GRANDE,LLUVIA INTENSA,0.0,0.0,33.0,5.0
14464,2006,Enero,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,5.0,0.0,1.0
14548,2006,Febrero,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,0.0,8.0,0.0
14551,2006,Febrero,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,16.0,0.0,3.0
18594,2006,Abril,200201,PIURA,AYABACA,AYABACA,DESLIZAMIENTO,0.0,13.0,0.0,3.0
18622,2006,Abril,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,11.0,0.0,1.0
18614,2006,Abril,200201,PIURA,AYABACA,AYABACA,LLUVIA INTENSA,0.0,7.0,0.0,1.0
18609,2006,Marzo,200202,PIURA,AYABACA,FRIAS,LLUVIA INTENSA,0.0,9.0,0.0,1.0
18572,2006,Enero,200205,PIURA,AYABACA,MONTERO,INUNDACIÓN,0.0,342.0,0.0,26.0
18599,2006,Abril,200208,PIURA,AYABACA,SAPILLICA,INUNDACIÓN,0.0,30.0,45.0,6.0
14896,2006,Marzo,200302,PIURA,HUANCABAMBA,CANCHAQUE,DESLIZAMIENTO,0.0,0.0,0.0,0.0
18017,2006,Marzo,200302,PIURA,HUANCABAMBA,CANCHAQUE,LLUVIA INTENSA,0.0,0.0,1500.0,0.0
15184,2006,Febrero,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,8.0,0.0,1.0
18568,2006,Marzo,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,19.0,0.0,3.0
18011,2006,Marzo,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,15.0,0.0,2.0
18573,2006,Abril,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,DESLIZAMIENTO,0.0,0.0,18.0,0.0
19868,2006,Mayo,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,LLUVIA INTENSA,0.0,0.0,46.0,0.0
17563,2006,Marzo,200304,PIURA,HUANCABAMBA,HUARMACA,HUAYCO,0.0,21.0,0.0,3.0
17970,2006,Marzo,200304,PIURA,HUANCABAMBA,HUARMACA,LLUVIA INTENSA,0.0,0.0,7.0,0.0
16697,2006,Marzo,200304,PIURA,HUANCABAMBA,HUARMACA,INUNDACIÓN,0.0,15.0,250.0,3.0
15168,2006,Febrero,200305,PIURA,HUANCABAMBA,LALAQUIZ,LLUVIA INTENSA,0.0,0.0,28.0,0.0
17410,2006,Marzo,200305,PIURA,HUANCABAMBA,LALAQUIZ,LLUVIA INTENSA,0.0,45.0,0.0,8.0
15676,2006,Febrero,200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,LLUVIA INTENSA,0.0,0.0,525.0,0.0
